三階分類號
G06F
G01N
C11D
A47D
C07D
H01B
B62K
H02J
B82Y
A61J
G11C
H01L
C23C
D06P
A61K
A61K
G11C
B61K
G02B
H02J
G11C
H04N
A63F
C08F
G06K
A61N
G11C
A61K
A61K
H01L
E01C
G03F
A61B
G06Q
G03F
G01N
A61L
C11D
G11C
D06P
A61K
A61B
B26D
C09J
H01L
E04B
C02F
G06Q
C08L
C12N
H01L
G11C
G11C
A01K
B32B
B01F
C02F
H01L
C07F
C07F
G11C
A61B
C08L
C08B
G06F
A61M
C02F
D06M
H01L
A61P
B32B
A47B
C02F
G08B
G08B
A61K
A61K
D06M
G03F
A61K
H02J
A61K
D06P
H01L
G11C
G11C
A61K
C09K
G08B
H01L
G11C
D06P
C08L
G01N
G06F
C08G
C07D
G06F
C07D
G01N
G08B
H05K
G11C
H01L
A61K
A61K
G01N
G09B
A61Q
A61L
F01N
G06Q
A61K
A61J
C12N
C08G
C12Q
B62J
H01M
A61K
G01J
H01L
A01N
A61B
G06Q
C12Q
B60R
H01M
G03B
G11C
C12N
G11C
C08G
C12N
G06Q
H02M
C07F
H01L
H01L
C02F
A43B
G06F
C07D
G06F
A61K
G01N
G02F
H01M
A61K
A61K
B65D
G06F
A61B
G11C
B29C
B60R
A61L
A61K
H01M
A61K
G11C
H04N
A61K
A61K
A61B
G01B
A61K
C11D
G01N
G10G
C08G
C12N
H01M
A61K
A47G
H05B
A61K
C08K
A47C
C09K
B60Q
A61P
G11C
A61B
H04H
C07K
A63B
H01L
C07F
G01J
C01G
A61B
C07K
G01G
G06K
G01N
C07D
C23C
B08B
H01L
C07K
G11C
A61K
A61G
A61K
G06F
A61K
C01G
C07K
G06Q
A61K
A61K
B60R
A61B
A61K
A61K
E04B
H01M
H01L
A61K
C11D
A61K
C08L
C23C
G01G
G11C
C07F
H01R
A61L
F01K
A61K
H02K
C07D
A61K
H01L
G06Q
G01N
B65D
A45D
C01B
C08G
G01N
G11C
C12P
C12P
H04N
G11C
C01B
A01K
G08B
A61F
C01G
G02B
A47J
G06Q
C12Q
H01L
A61L
G11C
C09B
C08G
A01N
G06T
E04B
A61K
B01F
C25B
G02B
G01N
E01B
A61M
A61H
C10L
A61M
B82Y
A61M
C08G
G06F
C07F
B01F
G01N
H04L
H02N
D06P
G02B
G06F
H01Q
G06F
C12G
G08B
G06Q
C07K
C11D
G11C
G01L
A41H
C23C
B24B
C03C
A41D
A45D
C30B
G11C
C07F
C04B
C09B
E04H
A61K
H01L
H02K
D06P
A61K
B82Y
G01N
G09B
A61B
A61B
G01C
C23C
C08K
A01N
G06F
A61B
C07F
G06Q
G06Q
H04L
H01Q
C01B
A63H
A61K
C08G
G08B
A63B
G06Q
A61K
B25J
A61G
A61F
A01K
G11C
H01L
A61K
H01L
H01L
A61B
E03D
A61K
G06K
G11C
A42B
A61L
A61K
G01N
A61K
H01L
A61F
A45D
C07B
A61K
A61M
G06Q
H01L
G05D
C08G
A61K
F04D
G10K
A61K
G11C
A45B
G06F
C07K
G06Q
A61F
A23N
F25B
G11C
G06K
G11C
C07C
A62C
C09D
C02F
G09B
A61K
H01R
C23C
G08B
A61K
G03F
G01N
G03F
C07K
G01N
C12N
C12P
H04B
G01N
A01K
H04W
B23Q
A61K
G01M
G06Q
A21D
G06Q
C09K
F23C
A61F
G01N
C01B
C01G
C25D
A61K
A61K
C04B
H01L
A61B
A63F
G06F
G06F
G01N
A61B
C07C
H03M
A61K
G05B
H01L
C12N
B60W
A61K
G06F
E06B
G02F
C12Q
C07C
B32B
G01P
G01N
B62M
G01B
B05C
G01N
G06Q
D01D
G05B
C08G
C01B
H01L
F21V
B23K
C12N
A61K
C12M
C01B
H01B
A01K
C08G
H01L
G03B
C01B
G01F
B65D
G01J
C02F
A61K
A01G
C12N
B32B
G06F
A61M
H04B
A61K
B82Y
H04B
A61B
F28D
A61B
A63B
G01N
H02K
A61F
G09G
H01L
G01N
B60L
B60K
A61G
B29C
G09B
F21V
C07C
C07C
B29C
F16F
G06F
A61B
G10L
G06F
G06Q
H01L
C08F
G10L
C12P
B05B
A01G
H03M
H02S
A61L
H01M
H04L
H04B
B23K
C08J
F23G
A61M
G06K
A61M
G05D
H02J
C23C
H01S
C07D
F16D
F23L
G06Q
H04N
F27B
F24F
A61B
C07K
G01J
A01G
B23H
H02M
C07C
G05B
G01N
H04N
B29C
C03C
G06T
G01M
D05B
H01L
E02D
C22C
G03F
G06F
G06F
G06Q
G06Q
C22C
G06Q
G06Q
G06F
H01L
A61K
H04N
A61H
G01B
A61K
A61K
H01L
G01N
G01N
G06F
A61H
G06Q
B60Q
A61K
G06F
C02F
C12N
G11B
H01L
G01V
C03C
H01S
H03H
B29C
G10L
G01N
A01K
H04N
H04W
F21S
A61K
G01N
A42B
G06Q
C25D
A63B
H04L
C12Q
H02S
G06F
C09D
C08L
C07C
C12Q
C12Q
H05K
C08G
H01L
G06T
A61K
C02F
B32B
G06F
B82Y
G06T
C07K
C05G
G01S
C07D
G01N
H02M
A01M
A61B
G06M
H01M
C12N
A61K
G06F
G06Q
C09K
F21S
A61H
G01S
C12N
G09G
C01B
G06Q
A61H
G05B
G01V
A61K
G01R
H01K
C07D
B32B
E01F
A61K
H03H
A61B
C01B
A61B
A62D
A61K
B23H
B24B
G01N
A61K
G06F
A47K
A46B
F25B
H01M
G01N
G01D
C07K
G01R
H04L
B01J
G01N
B29C
G01N
G01R
H04S
H02K
G06F
A61B
B62M
G06Q
G06Q
G08B
G01R
C22C
G09B
G06Q
H04R
G06F
G01N
A01K
A01M
A61K
G06F
G04G
B01J
B63B
C07F
D06F
G06F
H03B
H01B
H04L
G01S
H02M
A61K
G06F
A61K
G08B
G01N
A61K
H04B
C12N
G01N
A61K
C07K
C08L
A61B
C02F
H02J
A45D
G01N
A61B
C12N
G06T
G01N
A61H
C21D
C07D
G01B
C01G
B05B
A61B
B05B
H04W
F25B
H02J
A61P
A61K
C07D
C07D
H01L
A61B
G10D
H02M
A01G
H03K
C08L
G10L
A61G
C08L
H01L
B60R
G06F
G06Q
G08B
C01B
G04C
C07D
B62B
B06B
B25J
B09C
A43B
H03H
B23F
A61K
C07K
G01R
A43B
C12N
F24S
G01N
C07K
C12Q
C01B
G01N
H02J
A61B
C12P
G01N
G06Q
C22C
G01N
H04R
A61K
G01N
H02P
B23Q
G01S
H01L
H05B
H01L
G06F
G01D
C12M
A61B
A23P
H04B
C12M
H01L
A61K
G09B
C12N
H01M
A61K
A61B
C05F
C12M
A61K
C07D
C01B
H05G
G06F
G05D
C02F
C09K
F16H
H01S
B05C
C25C
G05D
G06Q
C25D
G06T
A61K
A61K
B29C
G01N
H01L
H05B
A47C
H03K
G01S
E04H
H05B
G11B
C23C
H01L
G06Q
C12N
G08B
C02F
G01N
C09K
B01J
A61K
H01F
A61K
G06K
B62K
G06N
A61K
H01L
G06Q
H03M
A61F
A61L
H01M
H01L
G01D
A61J
H01L
C07C
H01L
C09D
G01L
H02J
B01F
F28D
F01N
H02J
H02M
A61K
A61K
C08L
H04N
C30B
G01J
A61K
G01B
B01F
G06M
G06Q
B32B
H02M
H01L
G06T
C22C
H02J
G01N
C12Q
A61K
A61G
H04W
G06F
C23C
G01N
F16F
H02M
H04B
G11C
A63B
A61H
G06Q
G06F
H02J
H02J
H02M
A47B
A01C
H04W
H05K
G01B
G01L
G06Q
G08B
B29C
C23C
G06Q
H04N
C08G
C12N
H01L
A61K
A23K
H03B
B32B
F02M
G01N
H04B
G06T
H01L
G06F
G01N
G01N
G07C
F02D
H03M
H01L
G02B
H02M
A61B
G08G
H02M
D05C
A43B
H02J
A61K
C08B
H01F
F03D
G06F
C12N
A61B
C07H
C10C
C12N
G06Q
A61K
F01N
H03H
B01D
C07F
A63F
A61K
G01N
A61K
C08G
C12Q
H02J
B66B
G03B
G02B
A61H
G03F
G06Q
G05B
H02M
A47J
H03M
B25B
H01L
C01B
C08F
H04B
G01J
G01M
B60K
C08B
H02J
C22B
H01P
A01M
C23C
H05B
A61B
C03C
H01F
A61K
A61B
B01J
C07D
H02J
C08F
C01B
H01L
B29C
G06F
C30B
C23C
A61F
C07K
H01R
G01N
B01D
A47G
H04W
B25J
C12N
C12N
C01B
C08G
A61B
B01J
G01N
H02M
G06F
A47J
A61M
C07D
A61K
G01N
C07D
C23C
C07K
G01N
B01D
C12N
G06Q
G01N
G01C
H04W
C07D
H01J
A61K
B01J
G01L
G01N
B62J
D06F
C12N
B29D
B01J
G08B
G06Q
G06Q
G01B
A62B
G06F
G01N
H01J
F16D
F21V
G06T
G01N
G03F
B01J
B42D
H01L
G01N
A63H
G08B
G03H
H01L
A61B
A23K
H02H
H01L
A61B
H04B
C07D
G02F
G06Q
G06Q
G06F
H01L
G06F
H01L
E04B
G01N
C07F
G09G
B01D
C12N
H02P
G02B
H05K
C12Q
A23L
C07K
G01N
H01S
B29D
E05B
G08B
C01B
A61B
C30B
G06Q
C07D
C23F
C01B
C12N
H02S
H01M
B01J
H04B
C12N
H04L
A61K
C12Q
G10L
G06F
C12P
A61K
A61K
G01B
C01B
A45C
G01J
G06T
G02F
C07K
A61B
A01M
A62C
H04W
G06Q
F24F
H02P
C03C
C23C
G06F
B29C
G08B
B32B
H01L
A61B
H01J
H01M
C12N
C07D
A47G
C07F
G01N
B23H
C12M
B23Q
F24J
A47B
H05B
G06F
C23C
C07H
G03F
C08F
A01M
G06Q
C07D
G09B
G11C
H01L
G01V
C02F
C07K
A61B
C09K
A61K
B60G
H02J
B23Q
G06T
A01M
A63B
C25D
G06Q
H04L
G01N
B05B
H02J
H01L
A61K
A23K
C01B
A61K
G09B
C01B
H01L
E03C
C02F
G06F
A61K
H01L
C07K
A61F
A61K
A01G
G06Q
C07F
A61K
B21D
C07D
C12N
B60R
G06T
H01J
A47C
B23Q
A45B
G10L
F25D
H04N
G06T
A47B
A61K
A61L
C02F
C12Q
C07F
A61B
A61L
F03G
A61B
G06F
G06F
H04W
F21V
A61B
C12N
G01B
A61B
F24F
G06T
A23L
H01L
G06Q
G01N
C30B
E03B
G06F
G01M
C23C
A63F
C23C
B29C
C12N
B60Q
A61B
H01L
G01M
C08L
C08F
B05B
A61B
G05B
F24H
H01L
H04B
A46B
G09G
B23Q
H03M
C01G
A61B
C12N
A61K
G07C
G03H
B32B
A47D
G01N
C09K
C22C
C23C
C22C
B32B
A61K
A61K
A23P
G09B
G01N
B60K
C07K
G06Q
A61K
G06F
G06K
C02F
G02B
B32B
C07D
B32B
A61K
C12Q
H02M
C12N
G02B
A61K
H04W
A61B
E04G
G01N
G06F
A61H
C07F
G06Q
B01J
H02J
A63F
G01N
G01N
C22B
A61K
H02M
G05B
A61B
B01D
C07C
G10L
A01G
B62M
A45D
G01N
G06F
A23L
F04B
H04L
H01G
C07C
C12P
H04W
C22C
A61B
H02J
C12N
G06F
G06Q
C08L
A61K
A23L
G06Q
A61K
H01L
C21D
B67B
H04R
G06T
H02M
H04L
H04B
G01N
G06T
G08B
B60W
G01N
G03B
A01K
H02S
H02J
G06T
H01L
H04L
A01H
G01N
A61K
C12G
A01G
G06Q
G01N
B01J
C12N
C23C
G06Q
C07F
C02F
A61N
G01B
B41M
C03B
A61K
A61L
H05B
C07K
B61L
B63C
A47J
G05B
B65H
C07K
A61H
H01M
H01J
H01M
G01N
C25D
A61F
H04B
A47B
H04N
C08G
A61K
C12N
H02S
C08G
A61K
A61K
B01D
H01M
A61K
H01Q
G11C
A61B
C09K
H01M
B29C
A61K
A61K
G06Q
A23K
A61K
B64B
G01N
G07C
G01R
C08G
C07C
C08F
G06F
G01N
A47G
H01M
B29C
C25B
G05D
H01Q
G06F
H04N
C12N
G01B
A61K
C07D
B01D
B60W
C01B
A47C
H04S
H02J
H04B
G02F
A61B
C12M
A61K
B01D
H04L
G01N
G06Q
C12N
F16F
B62B
H01L
H01L
H02M
G02B
H04L
C07K
G06Q
H01P
A61H
A61L
A61N
F28D
G06T
A63B
C01G
H01M
A01G
A61B
A23K
A01K
H03B
C08G
A01M
G01N
H01Q
A61K
H01L
C30B
C07D
G06Q
G07B
H04W
C04B
H01P
A45B
C08L
B65G
G06F
G01R
A23N
A61K
A61K
H05B
B05C
B23Q
G06F
B62M
H02J
F03D
H01L
H04W
G01N
B21J
C23F
H01M
H01M
C08G
H05K
A61K
G01N
C07D
G05B
A47K
E06B
A23L
C09K
G01B
G06Q
F16C
C01B
G06F
G10L
G06Q
G09B
C01B
H01Q
B23K
C04B
B32B
C07D
B66B
A61B
H01L
B60N
A61N
A23L
H01L
B23H
G01N
C23C
G01B
H01L
D06P
G09B
B07C
B82Y
G01N
B60R
H01M
G06G
A61H
C25B
C12N
A61N
C07K
H01M
H01L
H02J
G06F
G02F
G06N
B01J
B01J
G06K
G05B
H04B
C08J
A61K
G06Q
H04L
A01N
C08L
H02J
B01D
C01B
C09K
A61M
G12B
H01C
A47G
A61B
G06F
G06M
C12N
A61B
C25B
F03D
C07F
G08B
A61K
C07C
D01D
G01N
C12Q
F21S
A01G
B21B
A61K
G06F
C01B
G01N
G01N
C08J
A61K
G01N
H01L
G06Q
G02B
H01L
G01N
C07H
H05K
A61B
A61B
B01J
G08G
C25D
A61K
C10G
E05B
H01L
F03G
B32B
H01C
G02F
H03L
G08C
A01K
B62M
C12N
A01N
G01N
G11C
A61K
G01H
G01N
G09B
C04B
A61K
F02G
F21L
C07K
B01J
B01D
C21D
G06Q
F21V
B01D
A61K
B24B
F24F
C07C
F25C
F16H
G06F
G06Q
A61N
C09K
A61K
A45B
H01Q
A61K
G01N
A61K
G09G
C30B
F21S
C07C
C12N
A01M
A61K
C07D
G07C
A42B
H01H
G01N
G06Q
H04L
G01N
C09D
B29C
C01B
A63B
A45B
G06F
E21D
A61B
B29C
G06F
C07K
G06Q
G07F
G06F
G02B
G03F
G02F
H02M
G06F
A61B
G02C
G03F
H01L
A43B
C08K
A23L
G06F
C07D
G11C
A61K
C08J
G06T
G06F
H02K
A23L
B01D
A62B
G01N
A45C
A41D
B32B
B01J
G01C
G09F
H01Q
H02S
C07F
G06Q
C07D
C02F
B01J
C12N
C25B
G01B
G06Q
A61K
C07C
H01P
G03F
C07K
G06F
C12G
G01N
G06Q
G08B
C09K
G06F
A61B
C07K
A61B
H01L
F28F
B01D
G06F
C09K
G02B
C25B
G01N
A61F
G06F
A61K
H01L
H01L
A61H
B01D
G01Q
G02B
H01M
C08G
B23D
G01L
B22F
C07D
A01K
F24F
A01M
G06F
H03F
G06F
G06Q
G01N
G02B
B24B
B01D
B62J
A01G
A61K
G06F
B64D
G06Q
B01D
C02F
B62D
H04L
G08B
G06Q
A61K
G10L
A47C
G06F
C12N
C01B
G06Q
C07H
A61K
A61C
G06K
A61K
A61C
H02J
A61K
A61M
G06T
C23C
C02F
G06Q
A61K
A61L
H01Q
B29C
H01Q
G01W
F28F
A63F
G01J
G01N
H01S
C02F
C07D
F04F
A61K
H01L
H01L
A61B
A63H
B23K
A45D
B60W
A61G
C23C
H01L
G07C
C09B
F16D
B60N
F04D
B65D
B29C
A63B
A46B
A01M
H04W
H02P
G06Q
G10L
A43B
G01C
A61M
B60C
A47L
A61B
H01L
A23L
H01L
B60K
G06Q
G09G
G01W
G01N
C07D
A01G
D06B
G05D
G01R
C12N
B01J
H01L
G01N
C08L
H01Q
B05D
G08B
G06Q
G01C
G03B
B01J
C04B
F23L
G09B
G01N
G06Q
H04L
A61K
A61J
E01F
C04B
H05K
A61K
A61H
C12Q
G01N
G06N
B01D
G01N
A61K
A61K
G06F
A61N
G01N
F24F
H02H
A61C
F21V
C08J
G01N
H02N
G10D
G09B
G08G
B65H
C21C
A61B
C07D
A61K
A63F
C07D
F25D
B82Y
A61K
B24B
H01M
G01N
B63B
B01D
C01G
A61F
C07D
E01F
H01P
C07C
G01R
H01L
G06Q
G06F
A61C
G01R
A61G
G01M
B21D
A61G
H01L
C07D
A61B
G06F
C09K
A63B
B26B
G01F
H01L
A61B
H02P
B32B
H01S
H01L
B66B
E02D
G01R
G06K
H01L
C08G
H01G
E04B
G01B
H05B
C25C
C07K
E04D
H04W
G10L
C22C
G01G
G06Q
A61K
A61K
C07D
B23H
G02B
G01N
A61B
G01L
A63B
C30B
C07F
B63H
H01C
C04B
G10L
H04N
H04M
B01J
G09G
G01N
H01L
G01N
C07K
H03M
A61K
H01M
A63F
B62J
A61B
C07C
C12N
C08J
H03M
C07K
G02B
C07K
A61B
G06F
H05K
G01R
G02F
H01S
B65F
D06M
G11C
H02J
G08B
C25D
F24F
G01N
C12N
G01N
G01B
G06F
G06Q
G01N
A61K
A23L
B01D
G06Q
C12P
A61K
G01N
B61L
C09K
B23K
G06Q
G02B
G02B
H04L
G09B
G08B
G01G
G07C
B25J
G06Q
G06Q
B82B
B65B
G07C
H02M
H04B
F24J
B25B
A47F
C02F
A61K
H01L
B23B
C12Q
H01M
C07K
H02J
B23K
C04B
C07C
H01L
C21C
A63B
F21S
H04B
H01J
A23P
B65D
G09B
B23K
G06F
A62B
C08F
H01L
A61M
G01N
F21S
G06F
H01J
B23B
A61M
A61H
H03F
C23C
H02M
A61B
H04B
A61K
H01Q
A47B
F21V
C07D
A61B
G06F
C09K
G05F
A63B
G06F
A61K
G06T
B01D
C23C
H04R
G02B
C23C
H01L
B62M
H01L
G01N
A41D
C07D
C12Q
F24F
G06F
H01L
G06Q
B01D
G01R
H03B
G06Q
C23C
C07D
A61B
G01N
C25B
G06F
B01J
C07D
C07K
C09K
C02F
H01L
G07C
G01N
A44C
H02K
C22C
E03B
H01L
H01J
E04F
A61B
C07K
G01N
H01J
A61B
G01N
B23K
H01M
G01R
B01J
C08G
G06F
G06F
B01D
H01P
G01J
C25B
G08B
A61K
A61K
G06K
H04L
C12N
C04B
C12M
B62M
B01D
G01N
C08J
A01K
H01M
C04B
G01N
H01P
H04R
G01S
A61K
A63B
A23K
G06Q
G06F
B01J
C07K
C07D
G06K
A63H
A61B
G06T
C07F
B01J
G06K
G06Q
G06F
G08B
H01M
C01G
C09K
B01J
B32B
A61B
G05B
C23C
A63H
G06Q
G01N
G01J
G06Q
H04N
C04B
H01H
A45D
C12N
F24J
G06Q
G01R
C12P
B66B
A61K
G01F
A01K
C01B
H01J
A61B
C11B
C08L
B29C
A61K
A61M
H01Q
A62C
A01K
B23D
C23C
E03C
C09D
H01B
G01N
B01J
C07K
H01M
G01C
B62M
A23L
B60G
H01G
F25D
B29C
G01R
F24J
B60L
H01L
G06Q
H04L
E04G
G06T
G08B
E04D
G06F
H02N
G09B
G01N
H01M
A63B
A61H
G08B
G06Q
G11C
G10L
G01N
C07C
G08G
H01J
H02J
G06Q
C07D
G06T
A61K
A63B
C12N
C12N
B01J
H02J
H04L
G01N
H01L
A43D
H04W
G11C
H01L
G06F
F15D
G01C
G06Q
B29B
G08B
A61K
A61K
A61B
C09D
H02M
G11C
A61H
G02B
H02S
G06Q
C10G
B63C
E02B
H01L
G06F
A61K
F16C
G06F
H01P
G06Q
H04W
C01B
G01N
H04B
H01L
A45B
H01L
A61K
E04D
C09B
B25J
B33Y
G03F
G05F
A61B
A61M
G09B
H04L
G01N
H01L
H01M
A61B
A61K
B60Q
G01N
A61B
G10L
H01L
B60J
A61B
A61M
A47B
F16H
H02M
H01M
A61B
B01D
H05K
G01B
G01N
A61K
G06Q
A61B
H01L
G06N
A61F
C23C
A61K
C12N
H02M
C02F
A63H
G06F
C01B
B42D
H04W
A61K
B01D
B65B
A61K
G06Q
C01B
G01R
C08J
B03C
A61K
F28F
F21V
A61B
H01M
G01N
F03D
C01B
G01N
H04B
G06F
G01B
A61K
A61F
G06Q
C07K
G06K
A63B
B23K
A61K
G01R
E04H
H04N
F24F
G05B
C07K
B32B
G06Q
G01S
B01D
A61B
F21V
A61N
C04B
E03D
E04H
G08G
C12N
C11D
G02B
A61N
G06Q
A61B
H04W
H01L
C10M
C12M
B03C
C02F
A61K
B01F
C01B
A01M
C07K
B60R
H04L
C01B
C23C
C01B
B32B
G06Q
A45B
C12M
B65H
G06F
C08G
G06Q
A61K
G06F
G06F
G06F
H02N
H04W
C12N
A61K
C23C
C07D
H04L
C23C
C12N
B62J
C02F
E06B
A61B
A61H
A61K
A61D
A61C
H02M
H01L
A63F
H01P
C12N
G09B
C07K
B62K
F24F
B25J
A45D
G06K
C07D
A61B
H01Q
C12N
E02D
C09K
H01Q
H01M
B29B
H01M
B01J
C07D
C12N
C22C
H04B
G06F
C25C
A45C
C07C
H03H
H04B
H01P
A61B
G01R
G03B
C04B
C12P
F16G
C07C
H01L
G09B
A61K
G06T
H01M
H01P
C07D
C07K
G01N
C07F
A61K
B01J
B23K
H04N
A01G
G08G
A61K
C08J
A23L
G06Q
C12N
A61B
D01D
H01B
C07F
A61K
G06Q
G06Q
A61G
C07D
C07D
A61K
G06F
A61K
C09K
A23L
B32B
A61G
A61K
F03D
C09K
C12N
F16H
G02C
G02B
H04L
A61B
H04L
G06F
G08G
H01M
G02B
H01Q
G01N
C08L
A61K
C12N
G01N
G08G
A61B
B60K
G01N
G05D
G01N
G01N
G01N
B01D
A61B
A47J
B25J
G03F
H01M
G02C
C22C
A63B
B82Y
H04R
G01N
G06F
C07C
H02M
C22C
F24C
H04B
G06T
H01M
G03F
H01M
C09J
C07C
C07K
A61B
G01N
C08L
F28C
A61H
C07F
H05K
G06F
C01B
H01L
F03B
G06Q
A63B
G01J
B29C
G05B
G06T
C01B
H01L
C07F
A47G
C12N
H01Q
C25B
F25B
C12N
C08J
C12N
A61B
A61K
C07D
A61K
H02M
A61K
E04B
G08B
A47G
A61H
H01L
A62B
C07K
H01B
H03H
H04B
A47J
G01N
G02B
C02F
G02B
A61M
G01N
B23K
H01L
B23K
B25F
C08G
F16H
A23L
G01J
H01L
A61K
B62J
H04B
A61K
H02J
C23C
F16C
G10D
G06Q
A61K
A61N
C30B
A63B
A47B
C07C
G06F
H03C
H02K
G06T
G06Q
G01N
G03H
B29C
A43B
G01N
H01L
H01L
B60W
G06F
A61K
H05B
A61F
A61B
A62B
F03B
G05D
G01H
G06Q
H04R
A01K
A01G
A01K
G06F
G01F
A61G
C12N
A61K
A63B
G01N
C08F
G01R
H04N
A61F
H05H
C09D
G06F
B62D
C08J
C23C
G05B
G01R
A61K
C07C
E02D
B43L
H04N
A61N
B01D
A61K
A61H
C07D
G01N
A61K
A61B
G01D
H02J
H02H
A61K
C23C
H01G
C12P
C07D
H02J
C08F
C10L
H01L
G01S
C07C
A61K
C07F
A47K
G02F
C07D
G01N
G16H
G09G
A61K
A61K
B60J
C23C
C07D
A01K
A61F
C12N
G06Q
A61K
H01M
B01J
G06F
H01L
A01K
A41D
G06T
G01N
A61K
A61H
H01L
G06Q
C04B
G01C
C12M
E04G
C07D
H04L
H01L
H02K
G06F
A61K
A61K
H04W
A61K
A61B
G11C
A61K
H01G
F25J
C09K
G08B
A61K
C12Q
H03L
C12Q
G05D
A61K
F16H
H01B
H01B
H02S
A61B
G06F
A61K
G05B
H02K
B01J
A61K
A63B
H04W
H03M
G01L
C09D
B25J
C07D
A61K
C09K
A61K
B21C
A61K
A61M
H04W
D02G
C12Q
A61B
C07D
C07D
C12N
H01B
A01K
C01B
E02D
A61G
C30B
G01N
B29C
A63F
C09D
A61K
A63C
H04L
B32B
G06F
C07K
G01N
A47D
H04N
H04N
A01N
C07K
A61K
G06K
C08G
A47B
E03C
C07D
H02M
A61K
A61K
A63B
F21K
H04R
H04L
B01D
A61H
H01L
A01N
A61F
G06Q
A61B
A61K
H01L
G06Q
H01L
G02B
A47B
A47J
H01L
C08G
C07D
C07D
A61K
G06Q
G08B
G01N
H01B
G09B
C09K
D06F
C07K
A63C
H01B
G02B
F02D
H02M
A61G
A61K
H02M
C23C
F21V
C23C
F16K
H01L
G01R
C07D
A61B
C02F
H02M
A61M
E05B
H04M
A63B
E21F
C12M
C08F
G08B
C30B
G06F
G06T
B65D
E05B
A61K
C12N
A01N
A61K
H05K
A61K
A61K
G06Q
H01M
F02G
G06F
G01N
C22C
G06T
H04N
H01L
G02B
G06Q
C12Q
A61B
G06Q
G06F
B23Q
H04L
C12N
E04B
C07H
C07K
C09D
B29B
C08B
B21B
B01J
F16F
C07K
G01S
F02G
C08J
C22C
A61K
H04N
C07K
C07F
G01N
G06Q
C08J
F21S
C12N
C08F
G06F
G11C
A61K
G06Q
G06F
A23L
G08B
G03F
C07K
C01B
B62D
A61K
G10D
B60K
C01B
D03D
C12M
H01L
G06Q
E04B
B62M
B62D
C07K
H04L
B25B
G06Q
H01M
A61F
H01L
G06F
A61B
G06K
A61B
G01N
C12N
B23H
G01B
C12N
A61K
B01D
A61K
B29C
C08H
G05F
H04B
B29C
E06C
G01R
G06F
C12N
G06K
A01M
G06Q
G06F
G06F
A61B
G06F
H01L
C01G
H01M
H02M
A61C
G06F
B41M
A61K
G01N
G01N
B01D
H04L
H04N
H02M
C07C
B60H
H01M
A41D
C04B
H05H
G06Q
H01L
A61K
H01L
C09D
A61B
B01D
A61K
A61N
C23C
C23C
B64C
A61H
H01L
A61C
